Name,CitationsPerPaper
Otto+Hahn-Herrera,0.0
Evelina B.+Kim,1.0
Valentina A.+French,5.0
James+Niemi,6.0
Michel+Piecuch,14.5
Antonio+Picozzi,9.653846153846153
B. Zare+Rameshti,2.0
Enzo+Scossa-Romano,22.0
Debashis+Saha,0.6
Hiroki+Saitoh,9.0
Alfred+Hüller,3.625
Tomas+Kralik,16.0
Patrick+Maher,7.0
Tomas+Lundberg,13.0
Scott D.+Geraedts,5.0
Hiromi+Nagano,2.5
Witold+Bednorz,1.0
Greg+Landsberg,50.42857142857143
Ramón S.+Barthelemy,0.4
T. Ruth+Goldin,18.0
Suresh+Narayanan,4.461538461538462
Robin+Kaiser,10.0625
Damià+Gomila,7.277777777777778
Masatoshi+Sekine,5.0
Germán+Rodrigo,24.0
Johan+Mentink,4.0
William H.+Ross,1.0
Alessandro+Mirone,9.125
Morton H.+Sternheim,0.0
Manfred+Bitter,1.0
Rodney S.+Ruoff,11.181818181818182
Vikram+Athalye,20.0
Christophe+Delerue,5.0
Hiroki+Yamamoto,1.0
Jukka A.+Lahtinen,2.0
Stefan-Sven+Jester,0.0
Yinkai+Lei,0.0
Quentin+Ramasse,2.0
Douglas G.+Mullen,0.0
Esben+Skovsen,14.0
Christian+Torrero,8.0
James C.+Baygents,7.0
Elijah J.+Flenner,2.0
Hitoshi+Kuribayashi,8.0
Doru+Lupascu,4.0
Joel+Zuckerman,4.5
Kwangnam+Kim,0.0
Savinder+Kaur,2.857142857142857
Xiaolei+Wang,8.0
Eberhard+Klempt,37.0
Hiroyuki+Furukawa,3.0
Rodney D.+Brown,20.5
Craig+Ament,3.5
Akio+Tomiyama,1.0
Andreas+Bierwage,1.0
Lara K.+Teles,6.2
Tracy+Holsclaw,14.333333333333334
Maëlane+Le Romancer,2.0
Yusuke+Natsume,0.0
Jiban+Podder,6.0
Redha+Mazighi,16.0
Arijit+Sen,6.0
Rogério+Serôdio,5.0
Rachel A.+Oliver,3.5
Alexandra+Patru,0.0
Giovanni+Alberto Viano,0.0
Luanna S.+Gomez,5.0
Oliver+Heinimann,0.0
Vanessa+Urdaneta,1.0
Shuhei+Kamikawa,2.0
Leonardo+Ribeiro,5.0
Pavel D.+Pupyrev,0.0
Ronald+Rop,2.0
Choonkyu+Lee,8.710526315789474
Yinjun+Huang,5.0
Mikhail+Berkovsky,3.0
Joost+Wintterlin,12.666666666666666
Yves+Bouteiller,1.0
Janusz+Karkowski,4.0
Luis+Liempi,0.0
James G.+Cresswell,13.0
Léa+Ferreira dos Santos,2.0
Carrie K.+Stroud,19.0
Claudio M.+Horowitz,6.833333333333333
Toshiharu+Tako,12.0
Abdellah+Khodja,1.3333333333333333
Satoshi+Fujiki,1.0
Keisuke+Hoshino,1.0
Oliver+Dross,11.0
Mahdi Kord+Zangeneh,4.25
Andres Felipe Osorio+Oliveros,0.0
Veena+Prasad,3.5
Christian+Matthies,2.0
Bernd A.+Huber,0.0
Abolfazl+Ramezanpour,2.0
Ioannis+Vlachos,11.0
Kotaro+Okubo,0.0
Salai Cheettu+Ammal,0.0
Antonio+Borrielli,1.0
Peter+Goorjian,3.0
François+Nez,39.857142857142854
Raúl+García-Patrón,39.642857142857146
Salima+Rafaï,9.375
Roozbeh+Shokri,6.0
MATTS+ROOS,147.5
Atsushi+Togo,25.166666666666668
Arata+Yamamoto,5.666666666666667
Martin+Flechl,2.0
Pierre-François+Brevet,2.0
Georgy+Rytikov,1.0
Reinhard+Brandt,19.0
Dmitry+Karpeev,2.0
Masahiro+Tsuji,14.0
Derek F. Jackson+Kimball,6.0
Denis+Pollney,43.21052631578947
Ronald A.+Roy,16.0
Aurelien+Perera,6.0
Mesut Bahadír+Çakír,21.0
Jacob M.+Jacobsen,3.0
Tony T.+Warnock,2.5
Laura+Feeney,3.0
Vladimir M.+Dyakin,3.0
Christophe+Royon,3.5
András+Deák,0.0
Michal+Gavish,2.0
Martin+Jung,5.777777777777778
Stefano+Capitani,4.428571428571429
Eleonora+Krasteva,0.0
Kazuhiro+Kimura,10.0
Gregory S.+Smith,1.0
Daniele+Pranzetti,7.666666666666667
Miriam+Faust,0.0
Tarsem+Singh,0.0
Pradip K.+Sahu,3.0
James M.+LeBlanc,9.0
Achille+Corsetti,62.333333333333336
Riccardo+Sturani,8.666666666666666
Yoichi+Takato,1.5
Eyal+Ben Isaac,0.0
Matthew F.+Lapa,1.3333333333333333
Yasuhiko+Furihata,0.0
Kathleen J.+Stebe,3.8333333333333335
Siddhartha+Das,4.130434782608695
Leonel P.+Gonzalez,1.0
Satoshi+Miyashita,6.0
Monika+Fritz,10.0
Barry C.+Muddle,7.666666666666667
Martin+Schlipf,4.25
Romain+Mari,22.666666666666668
Felix+Meier,71.0
Marten L.+denBoer,17.0
Maurizio+Persico,3.0
Seiji+Terashima,2.5714285714285716
Sebastian+Rapsch,4.0
Jonathan F.+Ormes,1.5
Carlos Alexandre+Wuensche,8.666666666666666
Jacques+Beauvais,6.0
Sally B.+Stevens,13.0
Łukasz+Mentel,8.0
Satoshi+Oku,4.0
Archisman+Ghosh,0.75
Przemysław+Kȩdziora,5.0
Gregory R.+Aizin,5.0
Clyde B.+Fulmer,13.722222222222221
Harold+Brown,9.0
Frederick W.+Scholl,5.0
Agneta+Svensson,13.333333333333334
Dennis E.+Discher,3.0
Boris+Leistedt,5.333333333333333
Caterina+Vozzi,2.0
William+Roach,3.0
Otto+Stern,1.3333333333333333
Dmitry+Karpeyev,1.0
Reid F.+Cooper,0.0
Frédéric+van Wijland,6.076923076923077
Koretaka+Yuge,5.538461538461538
Micheal J.+Conneely,4.5
Evgeny+Kozik,15.2
Fumiyasu+Komaki,4.0
Masao+Koyanagi,72.66666666666667
Peter+Joos,1.0
Takaaki+Monnai,1.125
Yukitoshi+Motome,10.016666666666667
Kozo+Nishimura,9.0
Gregg+Bryant,0.0
Denis+Merlet,3.0
Pavel+Brusov,0.0
Fabio+Cardarelli,18.5
Dipankar+Sen,1.0
Arthur S.+King,2.4
Andrei G. F.+Garcia,19.0
Eyal+Kenig,5.142857142857143
Tatsuro+Nagano,4.25
Johannes+Kirscher,2.0
Michael+Motsch,8.0
Jeeva+Anandan,8.166666666666666
Anatoly Ya.+Faenov,1.5
Daniela+Froemberg,15.0
Haruhiko+Dekura,2.5
Kenneth+Maussang,19.5
Nima+Tabatabaei,0.0
Mihaela+Jivanescu,1.0
Masahiko+Nakamoto,1.0
Kubra+Yeter,1.0
Byron B.+Brackett,1.0
Luis Martínez+Alonso,0.0
Louis A.+Turner,4.277777777777778
Suresh+Gupta,8.0
Navaneetha K.+Ravichandran,3.5
Romain+Volk,1.0
Kirstine+Berg-So/rensen,11.666666666666666
James B.+Mertens,2.3333333333333335
Cuiling+Zhang,0.0
Kimoon+Lee,0.0
Daniela+Schulz-Ertner,23.0
Iztok+Pižorn,16.083333333333332
Markus+Lischka,10.0
Michel H. G.+Tytgat,21.2
Lynda+Amirouche,0.0
Rohit+Verma,2.0
Pier A.+Mello,25.192307692307693
Supriya+Goyal,8.75
Masahiko+Kawata,0.0
Gabriel Noam+Price,2.0
Jens Juul+Rasmussen,28.571428571428573
Håkon+Dahle,2.5
Claus+Riedel,2.3333333333333335
Makoto+Sakaguchi,1.3333333333333333
Vivi+Petersen,6.666666666666667
Steven H.+Overbury,1.5
Asghar+Qadir,0.5
Satoru+Ueno,2.0
Roberto S.+Brusa,7.6
Diego+Carrascal,0.0
Frederick+Tappert,3.0
Gregory V.+Brown,2.0
Testuro+Yamashita,1.0
Ronke M.+Olabisi,1.0
Sven Peter+Näsholm,1.0
William F.+Krupke,23.0
Martin+Rosatzin,6.0
Hiroshi+Naganuma,1.6666666666666667
Bernd+Beschoten,3.0
Oren E.+Petel,0.0
Katharine+Page,4.285714285714286
Pablo+González de Prado Salas,0.0
Fernando Fagundes+Ferreira,1.0
Mikael+Ciftan,10.636363636363637
Hideko+Hashiguchi,1.0
Emiliano+Puddu,3.0
Angel+Toledo-Alvarez,1.0
Russell+Woods,3.3333333333333335
Kirsten+Newbury,1.0
Andreas+Winkler,3.0
Ivan+Supek,9.0
Timo+Fleig,3.857142857142857
Harold+Widom,3.0
Boris+Kiefer,3.5
Markus J.+Buehler,3.2666666666666666
Rickard S.+Toomey,7.0
Ruggero+Frison,15.0
Harold H.+Hall,1.0
Denise E.+Freed,3.6666666666666665
Israel+Quiros,2.625
Frank+Garwe,1.0
Gail J.+Brown,5.8
Tomoyuki+Kondo,0.0
Andrei I.+Smolyakov,3.0
Manouk+Abkarian,12.333333333333334
James A.+Weinman,15.0
Saumitra+Chowdhury,12.0
Krzysztof+Dymkowski,2.3333333333333335
Abhisek+Basu,0.0
Oliver+Fochler,15.0
Nobumiti+Ishida,1.0
James P.+Bareman,15.0
Alexei+Voronin,0.0
Martin+Lonsky,0.0
Epifanio+Virga,11.0
Sergiu+Carlig,0.5
Alexey V.+Yanilkin,0.0
Sylvain+Joubaud,7.5
ChuanFeng+Li,1.3333333333333333
Alireza+Hadjighasem,0.0
Patrizia+Benedetti,26.333333333333332
Barry+McCoy,1.0
Jason C.+Brunson,1.0
Jiro+Kodaira,7.555555555555555
Vladimir S.+Mashkevich,1.0
Rahel+Heule,14.0
Diana C.+Skigin,5.625
Alessandro+Sfondrini,6.333333333333333
Charles W.+Johnson,8.0
Ikuo+Matsuba,0.6666666666666666
Georges+Martin,5.0
Sebastian+Hermanns,13.0
Albion+Lawrence,19.1875
Cristian+Bungau,1.0
Sudip+Chakravarty,34.3421052631579
Anuj+Shukla,0.0
Colin A.+Pearson,2.0
Jonathon W.+Kiel,2.0
Yuichi+Masaki,3.0
Douglas H.+Adamson,17.0
Terrence+Sjoreen,2.0
André+Großardt,0.0
Cristina+Stan,0.5
Marcelo+Matus,7.0
Jan+Genossar,0.0
Christian+Rudisch,1.0
Beat+Tödtli,0.0
Ajay+Gupta,3.5714285714285716
Franz R.+Krejs,18.5
Miho+Koma,12.0
Andrzej+Wysmołek,0.0
Fedor Alexej+Ketzer,0.0
Timothy+Lezon,3.0
Julie+Kopac,0.0
Kurt+Haller,2.5
Rasmus+Feldberg,5.0
Atsuya+Chiba,2.0
James+Beene,4.0
Kazunari+Ozasa,0.0
Ajit+Dhamdhere,1.5
Rebecca+Schmidt,5.0
Jose I.+Gonzalez,2.25
Bruce R.+McGarvey,3.0
Fausto G.+Fumi,7.0
Yoshihiko+Hirai,0.0
Clemens J.+Först,10.8
A. Refik+Kortan,37.0
Cansin+Badan,0.0
Katherine+Richardson-McDaniel,16.0
Alexey I.+Mokhun,0.0
Ricardo+Grau-Crespo,2.5714285714285716
Teck L.+Tan,3.75
V. Marigliano+Ramaglia,4.166666666666667
Fabricio+Macià,0.0
Prakash+Mathews,4.357142857142857
Lourdes+Salamanca-Riba,2.5
Louis E.+Brus,23.916666666666668
Peter+Rez,10.428571428571429
Rebecca+Mills,0.0
Michael H.+Goldhaber,25.6
Joel+Stavans,17.708333333333332
Johannes+Voss,0.6666666666666666
Vincent+Brems,4.0
Alireza+Yazdani,4.0
Patrick+Müller,0.0
Roland+Hildebrand,2.5
Frances H.+Chapple,0.0
Timothy+Sidie,9.0
Roger C.+Reed,1.0
Dominik+Šafránek,0.0
Peter+Gurin,6.5
Damien+West,2.3333333333333335
Takanori+Takiue,6.0
Patrick J.+McCann,8.0
Stefano+Bonetti,15.666666666666666
Konstantin A.+Postnov,8.0
Michihiro+Miyake,1.0
Armando M.+Maroja,2.0
Örs+Legeza,6.777777777777778
Melanie+Gröting,2.6666666666666665
Susumu+Kono,0.0
Toshiya+Hozumi,2.0
Pramey+Upadhyaya,7.1
William R.+Hendren,8.0
Masoud+Abkenar,4.0
Keishi+Negita,1.0
Matthew+Pusey,22.0
Sean K.+Powell,0.0
Susan M.+Colwell,8.0
Francesco+Mantegazza,13.333333333333334
Jörg+Neugebauer,19.537037037037038
Dieter+Rein,6.333333333333333
Julia+Becker Tjus,7.0
Christopher+Favazza,7.0
Matthew T.+Glossop,14.5
Apurva+Mehta,2.2
Norman+Austern,17.0
Ahmet A.+Ünal,2.0
James V.+Tyler,4.0
Michael+Hochberg,7.0
Tetsu+Uesaka,2.0
Bernard+Ségard,2.923076923076923
Wun+Jung,21.0
Máximo+Bañados,40.61764705882353
Helge+Grosch,0.0
Toshihiro+Ueda,4.0
Hagen+Eckert,1.5
Akio+Inoue,0.0
Eamonn A.+Gaffney,2.5
Tadashi+Abukawa,6.0
Seiichiro+Onari,33.52272727272727
Harald+Klingbeil,0.5
Michael+Vennettilli,1.0
Marvin+Ross,14.875
Justin M.+Brown,7.0
Malik+Kirchner,8.0
William+Yessen,0.0
Martina+De Laurentis,1.0
Satoru+Masubuchi,4.333333333333333
Marc-Oliver+Winghart,1.0
Nikos+Konstantinidis,3.0
Sebastian+Golke,2.0
Pawel+Pfeffer,0.0
Eeva+Niemi,3.0
Gargi+Chaudhuri,18.333333333333332
Donald+Davies,10.0
Jailson S.+Alcaniz,0.0
Akinori+Saeki,0.0
Craig B.+Markwardt,8.0
Whitney+Mason,67.66666666666667
Hannah C.+Sabo,1.0
Grant W.+Biedermann,7.25
Pier Luigi+San Biagio,2.0
Mario+Tonin,11.142857142857142
Marcos+Saraceno,9.777777777777779
Staci+Pearson,13.0
Jack+Denur,0.0
Walter+Rantner,41.0
Wesley J.+Van Sciver,1.6666666666666667
Koji+Sekiguchi,7.8
Marc+Briant,1.0
Colette+Allibert,3.0
Gabriela L.+Lichtenstein,0.0
Sanjay+Jain,10.6
Roger W.+Finlay,2.5
Dalibor+Krupa,4.0
Andreas+Menzel,4.3
M. Golam+Rabbani,1.0
Alma+Marcus,23.0
Muhammad+Yasir,0.0
Gioele+Balestra,0.0
María C.+Hernández,0.0
Dalgis+Mesa,7.0
Amber N.+Benson,2.0
Hidefumi+Hiura,17.25
Jyrki+Rantaharju,0.0
Austin J.+Minnich,10.6
Christian+Meisel,7.0
Alessandro+Vespignani,48.93478260869565
Boris+Bellesia,1.0
Alain+Moréac,11.5
Olle+Eriksson,11.357664233576642
Walid+Saad,3.0
Fabio+Bussolotti,3.5714285714285716
Yoshiyuki+Kawazoe,7.820143884892087
Shigefumi+Okada,1.0
Jií+Patera,0.0
Harold F.+Schwede,0.0
H. Maury+Cuna,5.0
Marcello+Lappa,0.0
Wolfgang+Dieterich,6.714285714285714
Lawrence N.+Hadley,0.0
Kuen-Jen+Wang,2.0
Yair+Ein-Eli,0.0
Manuel+Krott,0.0
Saibal+Roy,2.5
Guillermo+Marshall,5.333333333333333
Enrique+Anda,8.0
Stefano+Berti,5.0
Raju+Roychowdhury,1.0
Matthias+Ruoff,3.0
Rodion J.+Molotkovsky,2.0
Hassan+Ramadan,4.0
Sho+Matsumoto,4.0
Ville+Ulvila,0.0
Cort L.+Kegley,5.5
Ludmila+Boinovich,0.0
Matthew D.+Duez,20.291666666666668
Henry A.+Kierstead,10.176470588235293
Oliver+Piguet,6.0
Ronald+Schwengner,1.0
Casey+Tomlin,9.333333333333334
Máximo+García-Sucre,1.6
Morry+Jaffe,0.0
Shuntai+Xie,0.0
Reinhard+Bruch,10.666666666666666
Frans R.+Klinkhamer,8.5
Miklos+Kertesz,3.8
Peter+Csizmadia,13.0
Vishnu+Jejjala,4.714285714285714
Walter E.+Nervik,23.0
Malte+Gotz,3.0
Steven K.+Buratto,6.0
Rainer+Reichle,20.5
Henri J.+Lezec,3.0
Unni+Oxaal,2.75
Yutaka+Tsuchiya,4.5
Davide+Fioravanti,1.0
Sven+Meyer,2.0
Jürgen+Gauss,0.0
Claude+Viallet,3.0
Zhenbin+Ge,24.0
Frans+Spaepen,1.0
Rosario Nunzio+Mantegna,6.0
Kumar+Sinniah,43.0
Anna+Chmiel,3.0
Roberto+Orlando,3.8333333333333335
Arthur T.+Winfree,5.0
Markus+Legner,11.666666666666666
Yutaka+Kadoya,3.2857142857142856
Minoru+Tanaka,14.473684210526315
Antônio Gomes Souza+Filho,7.0
Kirk L.+Yerkes,3.3333333333333335
Vitaly L.+Galinsky,0.0
Arnd R.+Junghans,1.0
Péter+Érdi,5.0
Peter+Sonnentag,17.0
Antonio O.+Bouzas ,1.0
Virginijus+Barzda,0.5
Mathias+Brucherseifer,0.0
Guido+Klingschat,8.0
Bruno+Grandidier,5.4
Gerhard Wilhelm+Bund,1.0
Heinz+Schmid,16.5
Janina+Gertis,0.0
Tomaz+Mertelj,6.0
Nils P.+van Hinsberg,4.0
Gediminas+Kiršanskas,2.6666666666666665
Hans C.+Eggers,5.333333333333333
Huijun+Kong,3.0
Sunglae+Cho,9.090909090909092
Marcus+Gallagher-Jones,2.0
Tien-Tien+Yu,6.0
Éric+Brunet,6.5
Alexander A.+Dubkov,6.333333333333333
Mário+Rui Bacelar,8.0
Rameez-ul-+Islam,0.0
Abdur+Maikal,2.0
Diego+Pontoni,3.5
Annika+Johansson,3.0
Michel+Foata-Prestavoine,3.0
Leonid M.+Sandratskii,12.25
Sadok+Senoussi,7.0
Yoshimasa+Hama,14.444444444444445
Luc+Lebon,0.0
Ioan+Kosztin,25.58823529411765
Melvin J.+Bernstein,1.2
Silvia+Pascoli,14.875
James+Hetrick,17.0
Andrey V.+Berezhnov,0.0
Pedro A. N.+Machado,17.0
Vilma A.+Oliveira,1.0
Kyriakos+Tamvakis,12.25
Ichiro+Ohba,2.625
Javier+Ferrandis,19.333333333333332
Göran V.+Hansson,16.833333333333332
Benoit+Gosselin,0.0
Wenjamin+Rosenfeld,32.666666666666664
Koji+Yamada,5.0
Anton+Sokolov,0.0
Jan-Hein+Cremers,33.0
Jose Alberto+Rodríguez-Velamazán,1.0
Ismet I.+Kaya,5.5
Eloy+Ayón-Beato,8.75
Emmanuel+Schenck,36.0
Andrey+Krokhotin,2.5
Geneviève+Fleury,3.888888888888889
M. Cristina+Vargas,0.0
Zvi+Barak,10.0
Norman+Keller,15.5
Majid+Beidaghi,1.0
Takeaki+Ishii,0.0
Masaru+Furukawa,1.0
Ray+Osborn,7.0
Stefano+Turchini,5.0
László+Guczi,0.0
Martin E.+Sevior,35.0
Sabrina J.+Chase,35.0
Bernard+Piraux,15.205128205128204
Ivan+Derado,9.0
Lynn M.+Walker,0.3333333333333333
Pierre+Pujol,4.5
Ajay K.+Mohanty,5.0
Francisco J.+Perez-Reche,0.0
Zdobysław+Świerczyński,3.5
Olivia F.+Koentjoro,6.0
Trong Thi+Mai,0.0
Vladimir A.+Yurovsky,3.2
Parasharam Maruti+Shirage,0.0
Ray+Frey,7.0
Nicola+Perra,7.166666666666667
Uma+Seth,14.0
Alfred B.+U’Ren,17.636363636363637
Saad+Zaheer,10.166666666666666
Manfred+Mühlberg,1.5
François+Creuzet,12.0
Michael J.+O’Hara,3.5
Günter+Kewes,0.0
Mario+Schönberg,3.3333333333333335
Randall+Espinoza,8.0
Ivan S.+Maksymov,5.0
Vladimir L.+Korenev,8.0
Bruce+Chalmers,1.0
Socrates+Dokos,0.0
Rafael C.+Couto,0.0
Bruce W.+Knight,4.0
Piero G.+Luca Mana,0.0
Ernesto+Kemp,5.0
Alexey A.+Kalinovich,1.0
Chiyori+Urabe,3.0
Paulo Murilo C.+de Oliveira,4.0
Andro+Gonzalez,4.0
Gerhard+Heinzel,1.6666666666666667
Abhijit+Mandal,0.0
Moisés G.+Chamorro,3.3333333333333335
Rami A.+Omari,0.0
Olivier+Espinosa,21.666666666666668
Arash+Azizi,0.0
Gregory W.+Holloway,2.0
Jesse+Gunter,4.0
Joaquin+Diaz-Alonso,0.0
Krisztián+Kordás,0.0
Taku+Hayakawa,2.0
Shuichi+Sakata,1.0
Michael+Chini,21.6
Sergiy V.+Divinski,3.5
Emilio+Navarro,0.0
Zeynep+Ergönenc,0.0
Miri+Markovich,3.0
Horst J.+Neugebauer,7.666666666666667
Peter+Stephan,2.0
Julien+Roy,0.0
Leonid V.+Mirantsev,4.333333333333333
Ross L.+Hatton,3.0
Slawomir+Jakiela,2.0
Pasquale+Maddaloni,5.0
Stefan+Thomae,18.0
Enrico+Rinaldi,9.75
Denise E.+Posluszny,1.0
Renuka+Rai,4.0
Makoto+Kuwahara,0.0
Steven P.+Dye,0.0
Celia+Viermann,0.0
Masahiro+Agu,0.6666666666666666
Sayandeb+Basu,2.3333333333333335
Ramon Moghadas+Nia,14.0
Dmitry G.+Orlov,11.0
Victor Z.+Enolskii,36.0
Arunava+Roy,1.0
Joan+Saldaña,2.25
K. Subba+Rao,1.0
Fumiko+Yoshida,3.6
Osamu+Fukunaga,6.0
Guido+Burkard,21.1875
Emile+Bévillon,3.0
James M.+Murray,4.4
Charles K. C.+Lieou,3.0
Merry+Koschan,4.0
Jakub+Scholtz,12.333333333333334
Gunnar+Gräf,7.5
Helena+Hilmer,1.0
Wijnand Chr.+Germs,0.5
Francisco J.+García-Vidal,7.0
Michael J.+Seitz,2.0
Jeffrey R.+Bodart,0.0
Michele+Dall’Arno,7.333333333333333
Stuart+Abell,11.0
Laura+Donnay,6.0
Pierre+Muret,0.0
Thorsten A.+Kranz,1.0
Bernard J.+Geurts,1.0
Sangam+Chatterjee,1.0
Wojciech+Knap,0.0
A. Hamid+Bougourzi,42.5
P. Alli+Periyanayaki,0.0
Newton C. B.+Mostério,0.0
Amaury+Avoine,1.0
K. Alexander+Müller,18.0
Pierre+Mahou,3.0
Yoichi+Horibe,16.333333333333332
Marco+Cominotti,7.5
Haripada+Saha,2.0
Esther+Gasser,7.0
Lorenzo+Spinelli,3.0
Mitsuhiro+Arikawa,6.428571428571429
Michael+Flynn,2.0
Victor M.+Acosta,17.333333333333332
Derek+Tishler,0.0
Bastian+Kubis,11.5
Andrzej M.+Oles-acute,1.0
Andrei V.+Stolyarov,3.0
Jorge+Gamboa,0.0
Alexandru+Maries,2.5
Gideok+Kim,1.0
Seyong+Kim,8.692307692307692
Eero+Nurmi,1.0
Hans+Reinten,4.0
Lukas+Bogunovic,2.0
Jiří+Faltus,1.0
Yuval+Weiss,2.0
Jacek+Wosiek,15.0
Kyungtae+Kim,0.0
Friedrich+Wagner,1.5
Marcel+Waks,2.0
Amit+Agrawal,0.3333333333333333
Andreas+Klemm,11.666666666666666
Ralph+Silva,5.285714285714286
Valery V.+Afanas'ev,2.0
Rohan+Tronson,2.0
Alexandre+Baksic,5.4
José Carlos+Cano-Lozano,0.0
James W.+Broxon,4.0
Sanjay K.+Ram,2.0
Sangsoo+Yoon,1.0
Wayne T.+Sproull,5.0
Gilda Maki+Harris,7.0
Toshio+Nakayama,3.0
Ryszard+Raczka,1.0
Hideo+Yoshioka,10.125
Zachariah+Nobel,3.0
Charles E.+Dickerman,2.0
Konrad+Oexle,0.0
Raphael+Sternlicht,13.0
Regina+Galceran,0.0
Michael+Fraune,3.0
Oleg+Janson,12.5
Jihad M.+Mohaidat,5.5
Jacek+Kłos,4.5
Taku+Saito,16.5
Xuefeng+Cui,1.3333333333333333
Igor+Di Marco,6.333333333333333
Eduardo+Rodriguez,0.0
Mitsuru+Kakizaki,9.090909090909092
Koji+Akai,5.111111111111111
Dilip+Pal,9.0
William+Celmaster,22.047619047619047
Sk+Sazim,0.3333333333333333
Alpana+Goel,1.5
Satoru+Tadokoro,0.5
Jörgen+Axell,4.5
Keigo+Kato,0.0
Martin S.+Kochmański,0.0
Vincent+Lemaur,1.0
Ayodele+Coker,2.3333333333333335
Arpita+Mitra,2.0
Julia K.+Steinberger,4.0
Seamus F.+O'Shea,3.0
Alexander+Radebach,1.5
Gernot+Laicher,1.0
Diego+Chialva,5.0
Kaloian D.+Lozanov,3.0
Mohammed+Altaj,1.0
Nicholas+Keller,3.0
Stefano+Olivares,11.27027027027027
Eigil+Præstgaard,10.0
Bas B.+Van Aken,12.2
Alba+Cervera,0.0
Simona+Ispas,4.75
Evelyne+Fries,17.0
Chien-teh+Kao,3.0
Boris N.+Breizman,2.6666666666666665
Zhanjie+Li,27.0
Marta C.+González,14.0
James+Lindesay,0.0
Julien+Campos,0.0
Michael+Swift,0.0
Tsung Hsun+Yang,3.0
Yoko+Fujita,4.0
Antonio+Ambrosio,0.0
Horacio M.+Cataldo,2.0
Maksym+Tsizh,0.0
Ferenc+Woynarovich,31.0
Miguel+Ferrero,11.0
Saquib+Shamim,1.0
Arnulfo+Gonzalez,1.0
Marko P. J.+Punkkinen,1.3333333333333333
Mehmet+Ozkan,0.5
Narayanan+Menon,18.647058823529413
Nobuhiro+Yamanaka,4.875
Vladimir+Folomeev,5.1875
Hiroyuki+Nakajima,8.0
Tomonari+Ueda,0.0
Ivan S.+Lim,21.5
Fabrice+Thalmann,1.0
Harold S.+Park,4.571428571428571
Hikaru+Kawamura,13.840909090909092
Samuel V.+Gallego,2.0
Shasha+Zhu,7.0
Maurice H. W.+Hendrix,2.0
Jeffrey+Woodside,21.11111111111111
Axel+Freimuth,13.0
Julien+Flamant,0.0
Chuntian+Cao,0.0
Sushil K.+Misra,2.0985915492957745
Alannah M.+Hallas,0.0
Jeffery L.+Yarger,5.0
Bertrand+Vilquin,6.0
Philipp+del Hougne,1.0
Orsolya+Kálmán,10.333333333333334
Volodymyr+Dziubak,2.0
Vinodkumar+Saranathan,2.0
Christopher+Messenger,0.0
Ruihong+Zhang,3.0
Tristan+Baumberger,5.5
Carlos+Trallero-Giner,3.3333333333333335
Salla Gangi+Reddy,1.0
Manan+Vyas,1.3333333333333333
Baruch+Rosenstein,11.08695652173913
Tejinder+Singh,3.0
Ashish V.+Penumatcha,0.0
Yusuke+Honda,2.0
Masahiro+Matsuoka,12.25
Scott+Solomon,0.0
Bryan+VanSaders,2.0
Jacobus+Verbaarschot,125.0
José A.+Brum,6.5
Andrzej+Rostworowski,16.916666666666668
Alberto+Dalla Mora,0.0
Michele+Rusconi,3.0
Miguel+Navascués,16.72
Emil+Zeuthen,9.0
Ildar+Gabitov,7.0
Fabien+Porcheron,0.6666666666666666
Ritabrata+Sengupta,3.0
Petar+Tomov,0.0
Archana+Tiwari,1.0
Masanobu+Horie,0.0
Klaus+Handrich,0.0
Stefan+Börries,0.0
Naoya+Arakawa,1.5
Joost E.+van den Berg,7.5
Héloïse+Soldi-Lose,1.0
Yoshiaki+Matsushita,2.0
Kazimierz+Rz̧az-dotewski,4.0
Rachid+Ahmim,0.0
Erwin H.+Kronheimer,2.6666666666666665
Christian Per Juul+Martiny,15.0
Alexey Yu.+Illarionov,12.0
Philipp+Brune,36.0
Arturo O.+Santillán,20.0
Norbert+Elstner,9.2
Loïc+Leroy,1.0
Harrison S.+Brown,6.0
Stanley J.+Brodsky,41.80120481927711
Daniela+Pascucci,2.0
Kunihiko+Asakura,1.0
Keita+Hamamoto,4.0
Emanuel+Karantzoulis,2.0
Nisha+Pawar,0.0
Omar M.+Aldossary,1.0
Stephan+Goldstein,3.0
Hans+van Tol,9.333333333333334
Raluca E.+Teodorescu,0.5
Sergey Y.+Panitkin,14.0
Lluís+Masanes,17.8
Alireza+Abbaspourrad,5.0
Tilak+Sinha,2.0
Pavol+Pavlo,4.333333333333333
Ronald+Tackett,4.5
Peter+McGlynn,2.0
Alexander+Többens,1.0
Lior+Ziserman,2.0
A. Lewis+Ford,15.0
Philippe+Lambin,6.294117647058823
Marc+Diaz-Aguiló,1.0
Dmitry G.+Eskin,0.0
Ryosuke+Kadono,10.333333333333334
Erich M.+Harth,11.0
James N.+Eakin,1.0
Takatoshi+Murata,3.0
Gheorghe+Stan,16.0
Bernard+Meulenbroek,5.0
Kenneth L.+Sala,6.0
Sylvie+George,1.5
Adrien+Montourcy,8.0
Todd L.+Cloninger,4.0
Shigeharu+Okamoto,5.0
Olivier+Bienaymé,0.0
Haoxiang+Yuan,0.0
Ragnar+Fleischmann,17.363636363636363
Ajit+Kumar,1.2857142857142858
Oleg V.+Aslanidi,5.0
Felix J.+Lee,4.5
Philippe+Comtois,4.333333333333333
