Name,Citation Count
Brigitte+d’Etat,10
Erhai+Zhao,458
Lawrence+Hannon,12
Hideki+Sasaki,0
Youjiro+Nakamura,4
Samuel W.+MacDowell,6
Judit+Schneider,15
Gagik P.+Djotyan,0
Yücel+Kaptan,0
Patrick+Dobron,18
Morris+Muskat,26
Peter+Ostrander,2
Neil+Mathur,4
Marcel J.+Rost,5
Falko+Langenhorst,6
Gerardo+Aquino,82
Peter M.+Richards,810
Andrés+Anabalón,64
Toru+Kanzaki,44
Klaus+von Haeften,4
Sachie+Shiomi,2
Charles O.+Hower,32
Norma+Sánchez,42
Abraham M.+Cohen,5
Dipankar+Ray,5
Nicholas C.+Wilson,5
Agnieszka+Tereszkiewicz,0
Matthias+Exler,10
Verner+Schomaker,43
Albert+May,22
Jürgen+König,2230
Wolfgang E. S.+Unger,1
Léo+Mazerolles,0
Toshiyuki+Koyama,0
Jeff+Crawford,22
Akinori+Monma,3
Egil+Hylleraas,20
Shankar+Sivaramakrishnan,1
Jerias+Batista,2
Koichi+Tsuchiya,4
Beat+Ammon,66
Łukasz+Rȩbarz,1
Nathalie+Kunkel,0
Christine+Mer,1
Michael+Nastasi,8
Cigdem+Ozkan Loch,2
Daniele+Colognesi,12
Heinrich A. M.+Leymann,5
Louis C.+Burkhardt,4
Louis+Leblond,84
Shozo+Tero-Kubota,0
Hector Martinez-Seara+Monne,23
Joel+Ita,0
Alexander K.+Popov,5
Vladimir K.+Ignatovich,1
Mohammad+Mehrafarin,9
Jeffrey+Berger,37
Yoshinori+Nagaoka,10
Jarosl/aw+Bogusz,0
BRUNO H.+ZIMM,0
Nayeli+Zuniga-Hansen,1
Elizabeth E.+Damon,2
Neda+Ojaghlou,0
Michael+Wiedmann,0
Akhilesh Kumar+Verma,2
Hejer+Makhloufi,1
Christian+Gollwitzer,0
Hajime+Hirata,7
Laura L.+Maurer,0
Nathan C.+Eddingsaas,0
Paweł T.+Jochym,25
Mikael+Rechtsman,21
Clément+Rossignol,8
Elena+Gjorgievska,0
Vicki L.+Colvin,35
Stephan+Schönecker,10
Adrian+Alexandrescu,36
Takahiro+Hayakawa,3
Kiichi+Miyazawa,39
Hideki+Yoshikawa,23
Claude+Détraz,37
Gordon+Semenoff,91
Takayuki+Nakajima,0
Alessandra+Rossini,20
Flavio+Carsughi,0
Michał+Przybytek,13
Sergey+Karamov,25
Alexandr+Marchenko,0
Yohei+Murachi,0
Mauricio+Cafiero,11
Mariusz+Ciorga,33
Veikko F.+Geyer,0
Filippo+Capolino,49
Julio C.+Martinez-Garcia,1
Jorge A.+Kintop,2
Mickaël+Trochet,0
Veaceslav+Zaloj,14
Kristian+Baumann,38
Heesuk+Kim,0
Joshua+Machacek,0
Migaku+Oda,1
Naoya+Fukui,5
Ruimin+Wang,4
Theo+Georghiou,15
Didier A.+Solis,6
Frédéric+Joucken,11
Frederic+Glanois,10
Syusuke+Hosoda,1
Seishi+Takeda,4
Frédéric+Mompiou,0
Gerald B.+Stringfellow,11
William A.+Coish,188
Vinod K.+Mishra,6
Shoko+Hayakawa,6
Noah T.+Holte,0
Nutan+Rajguru,6
Martin+Schön,2
Keisuke+Takemoto,2
Bhawna+Pandey,0
Yosuke+Toh,1
Victor V.+Kotlyar,1
Pierre+Vervisch,4
Christopher+Ness,2
Vincent+Malba,8
Zvonko+Trontelj,7
Erik+Sandelin,1
Shinya+Sasaki,1
Hiroshi+Kawata,23
Anders+Bergman,128
Nicholas A.+Kurniawan,0
Yoshikazu+Hagiwara,0
Eleftherios+Gkioulekas,3
Hitoshi+Hayano,24
Debajyoti+Choudhury,276
Kentaro+Urasaki,5
Timothy H.+Hsieh,110
Andrea+Antoniazzi,81
Lawrence+Cranberg,187
Norbert+Ligterink,15
Manfred+Schultz,44
Luciano+Laroze,6
Jilei+Sun,4
Stefano+Bertolini,219
Manuel Perez+Jigato,8
Teake+Nutma,8
Nima+Arkani-Hamed,1966
Oded+Yaakobi,2
Gesa+Helms,3
Matt A.+Wood,0
Carlo+Ghezzi,2
Kenneth J.+Günter,92
Heinz+Isliker,7
Mohammad+Hafezi,98
Beata+Ziaja,34
Hideaki+Obuse,175
Nobuhiko P.+Kobayashi,156
Péter+Salamon,24
Grzegorz+Rut,1
Yulii D.+Shikhmurzaev,4
Giuseppe+Carbone,0
Dragomir Ž.+Ðoković,0
Axel+Schönbeck,0
Kazuyoshi+Ohki,3
Yoshiyuki+Hidaka,11
Oleg I.+Tolstikhin,582
Barnana+Roy,9
HANS+MARK,429
Metin+Gürses,83
Larry+Robinson,4
James R.+Salvador,12
Kosta+Ladavac,48
Hans Peter+Koch,4
Gordon L.+Shaw,859
Shoichi+Kanno,5
Tino+Hofmann,3
Steffen+Schreiber,13
Liam+McAllister,213
Qiaoyan+Wen,3
Ahmad+Us Saleheen,0
Baiyuan+Yang,0
Ines+Safi,22
Radoslaw+Maj,22
José María+Escartín,3
Shingo+Suzuki,91
Jeffrey Todd+Lins,1
José+Paredes,6
Soma+Mukherjee,9
Jennifer A.+Griffiths,28
Nitin S.+Malik,14
Yukihiro+Morimoto,8
Eduardo+Hollauer,12
Divakar+Pathak,2
Carlos L.+Garrido Alzar,30
Salah+Hamieh,4
Carlo+Oleari,80
Lawrence T.+Campbell,0
Yuval+Grossman,1061
Qianhong+Wu,1
Tomáš+Opatrný,95
Nikolay+Korolev,4
Måns+Elenius,1
Anna+Bodrova,25
James N.+Schoolery,8
Carlo+Meneghini,22
Maurizio+DeSantis,6
Peter+Forgács,17
Timothy B.+Boykin,387
Frank+Moss,1135
Harold T.+Byck,4
Volker+Krumbach,1
Klaus+Köhler,527
Hervé+Bercegol,1
Scott M.+Geyer,17
C. Heath+Turner,0
K. Gábor+Szabó,12
Joachim+Bansmann,3
Nikolai M.+Chtchelkatchev,163
James M.+Bunch,6
August H.+Maki,6
Jordan+Horowitz,33
Klaus+Reichmann,1
Philip+Ingenhoven,17
Isabelle+Cantat,76
Margrit+Hanbücken,7
Andreas+Bräuer,64
Seamus A.+Curran,2
Anil K.+Kandalam,1
James A.+Moore,15
Pamela C.+Ohara,15
Koichi+Muraoka,3
Marshall N.+Rosenbluth,404
Martina+Heinemann,49
Hideki+Mashima,0
Anjana+Dogra,3
Hiroshi+Koibuchi,26
Andy+Brass,2
Peter G.+Tinyakov,11
Aldo+Armigliato,1
Takayoshi+Kanbara,1
Radu A.+Gherghescu,4
Oliver+Hemmers,9
Katarzyna+Słabkowska,1
Yaroslav+Lutsyshyn,4
Amikan+Aharoni,10
Chester R.+Berry,70
Güray+Erkol,16
José+Ortega,340
Sara+Trost,0
Hitoshi+Muneoka,0
Yasuji+Oura,2
Bikash C.+Gupta,51
Keishi+Tai,33
Patrick+Kékicheff,8
Lorenz+Schmidt,4
Emilia+Morosan,48
Tsuyohito+Ito,2
Kyle+Cochrane,1
Bodo+Schwabe,0
Bruce A.+Gurney,36
Alec+Moradpour,12
Verónica Afonso+Rodríguez,0
Shelli L.+Frey,1
Louis+Rinolfi,1
Clemens+Müller,45
Shinji+Tsuneyuki,168
Andrzej+Bartnik,3
Alejandro Pérez+Paz,1
Juha+Javanainen,1596
Anders+Nysteen,2
Haruki+Maeda,1
Yoshiki+Hiruta,0
Ilan+Gravé,0
Abdellatif+Akjouj,0
Matthew R.+Ryder,0
Diego R.+Granado,0
Carlos R.+Sanchez-Castro,27
Marina+Guccione,0
Claudio+Cirelli,0
Ramy G. S.+El-Dardiry,11
Janusz+Czub,2
Pedro L.+Hernández-Martínez,6
Federico+Bianco,3
Michele+Cini,161
Linda E.+Marchese,3
Levon B.+Hovakimian,2
Sergey Yu.+Shirayev,12
Waldemar+Walter,2
Yoshinori+Haga,203
Mats+Jonson,32
Carlos+Lopez-Barron,3
Alexander+Dietz,12
Neil+Barnaby,245
Roberto+Gaudio,1
Prasanta Kumar+Das,58
Juyong+Lee,1
Bhaskar+Sur,82
Carlo+Cercignani,1
Alessandro+Lovato,71
H. Eduardo+Roman,231
Audrey D.+Stuckes,6
Christian+Bosshard,12
Michal+Artymowski,2
Hadi+Rajaei,0
Matthew+Arnold,6
Axel+Eckmann,3
James L.+Wolf,10
Yoshiyuki+Ninomiya,4
Ole+Winther,21
Oleg V.+Rudenko,0
Bryce+Sadtler,0
Tripurari+Srivastava,0
Lapo+Casetti,320
Abdullah+Yar,1
François+Daviaud,61
Wolfgang+Drechsler,3
Marine E.+Bozdaganyan,4
Gideon+Carmi,5
Satomi+Maeyama,1
Sahin+Naqvi,7
Kinga A.+Lőrincz,6
Tadeusz+Kosztołowicz,12
Inger+Ekvall,21
Omer+Donmez,1
Glenn E.+Spangler,7
Amit M.+Kulkarni,9
Bogusław+Broda,0
Bruce M.+Schechter,15
Michael T.+Myers,0
Nielison+Brito,3
Oleksiy+Kashuba,51
Hossein+Dehghani,76
Johan+Blåbäck,2
Sibasish+Ghosh,168
Fabrizio+Gabbiani,54
Gerard C.+McCoyd,26
Anita+Neau,2
Gabriel A.+Caballero-Robledo,17
Harold+Forstat,80
Czesław+Skierbiszewski,0
Arthur E.+Salwin,9
Jan+Linderberg,34
Ayumi+Minoguchi,13
Bernhard+Baumgartner,11
Maziar+Hedayati,0
Percival+Lewis,0
William B.+White,4
Franklin J. D.+Serduke,1
Gabriel+Monette,0
James P. R.+Day,2
Philipp R.+Struck,4
Masataka+Imura,1
Kenneth+Intriligator,11
Ville+Pietilä,125
Diego L.+González,15
Pablo+Levy,24
Gordon+Robertson,4
Siddhartha+Ray,3
Fabien+Bonnet,2
Mikhail I.+Vexler,0
Tsutomu+Kouyama,1
Shruti+Thakur,7
Gerald R.+Lynch,223
Horst+Kessemeier,20
Ingvar P. K.+Lindgren,6
Francesc+Saguès,10
Zhehui+Wang,1
Pilar+Coloma,21
Werner M.+Seiler,1
André L. B.+Ribeiro,1
Giovanni+Giupponi,2
Fernando+Bartolomé,72
S. Mohammad+Moosavi Nejad,3
Yoshio+Katsuya,10
Jorge M.+Kondo,6
Sara+Di Martino,26
H. Sebastian+Seung,379
Assunta+Vigliante,30
Masaki+Shigemori,7
Kazuya+Tanabe,7
Roger+Ho,24
Sven+Aerts,27
Antonio Ferreira+da Silva,2
Amir+Shakib Manesh,3
Martin+Wiebusch,70
Maor+Mutzafi,5
Graham H.+Cross,2
James M.+Johnson,135
Binshen+Meng,0
Stéphane+Vago,2
Takahiro+Kubota,8
Jiří+Prchal,2
Philipp+Hyllus,413
Ralph E.+Kunz,37
Joerg+Alex,0
Heikki+Seppä,40
Tanjung+Krisnanda,0
Christopher+Rumble,0
Hidekuni+Sato,0
Carlos Sánchez+del Río y Sierra,10
Mattia+Fanetti,8
Mohamad+Toutounji,0
Carmine+Ortix,107
S. Peter+Gary,6
Ellen+Zweibel,0
Henry S.+Frank,0
Debashis+Mukherji,0
Abraham A.+Schweizer,10
Clément+Didiot,4
E. M. Staicu+Casagrande,0
Emmanuel Fowe+Penka,1
Jens+Homfeld,5
Sergio+González-Martín,1
Shohei+Fujimoto,1
Alois+Langer,4
Sebastian+Dorn,4
Minhhuy+Ho⁁,1
Neal+Holter,14
Jesper+Halding,11
Erik R.+McNellis,18
M. Aslam+Baig,6
Yanpeng+Zhang,135
Victor J.+Stenger,100
Edwin F.+Pearson,4
Rattikorn+Yimnirun,1
Igor M.+Svishchev,22
Catherine+Mitchell,0
Ronny+Schönfelder,4
Shaun+Hotchkiss,4
Pavel+Baláž,2
Janice C.+Chung,4
Andre D.+Bandrauk,133
Shoba+Veeraraghavan,16
Luigi+Cannavacciuolo,6
Marcus+Gonschorek,1
D. Peter+Siddons,11
Inbar+Seroussi,24
Demetrios+Papadopoulos,9
Holger+Mühlig,1
Oliver+Matula,10
Hairong+Tang,14
Mirjam+Cvetic̆,19
Hitoshi+Kubota,22
Carlos+Martínez-Bazán,0
Joshua+Vredevoogd,39
Hannah J.+Hogben,12
Arindam+Das,36
Burdette L.+Joesten,50
Željko+Šljivančanin,11
Marcus+Creutzburg,3
Christian+Bahr,13
Hartmut+Fischer,1
Dragica+Vasileska,1
Marcel+den Nijs,727
Jaya+Kaelberer,13
Pierre-Adrien+Mante,1
William B.+Wright,26
Norio+Konno,161
Kosuke+Sano,1
Anirban+Ain,1
Aubrey T.+Hanbicki,23
Ari+Laaksonen,7
Mohammad H.+Alhakami,3
Noel S.+Hush,34
Enver+Tarhan,5
Amit Kumar+Pal,3
Arno+Ehresmann,6
Parham+Yaghoobi,1
Tyler+Cary,0
Walter R.+Nelson,22
Şaban+Tırpancı,0
James H.+Roberts,44
Stanley+Kronenberg,3
Bruno H.+Zimm,9
Charles H.+Martin,2
Madappa+Prakash,743
Craig D.+Moore,0
Bernard R.+Thompson,46
Geoffrey T.+Bodwin,1934
Krunoslav+Prša,8
Bryan H.+Fong,72
Alexey+Egorov,5
Aurel+Wintner,12
Jerome+Apt,11
Vitali B.+Prakapenka,52
Alexander+Teplyaev,10
Matthew W.+Gilmer,6
Andrea+Allais,51
Lakshmi N.+Pandey,98
Miguel A. L.+Marques,1
Marco+Baldi,52
Steven A.+Janowsky,70
Luis A.+Martinez-Vaquero,1
Kaushik+Chakraborty,8
Alison J.+Hatt,67
Alejandra+Melfo,395
Deepika+Janakiraman,7
Vincenzo+Pierro,38
Marko+Sysi-Aho,1
Biswash+Ghimire,1
Andrey B.+Savel'ev,0
Martí+Rosas-Casals,7
Christine E. M.+Démoré,6
Jamie+Tattersall,40
Koichi+Nishino,0
Jayathi+Murthy,3
Hiroshi+Ajiki,235
Shashanka S.+Mitra,22
Philipp M.+Altrock,27
Miguel Angel+Pelacho,8
Christopher M.+Richards,15
Pina+Romaniello,48
Ivan+Guastella,2
Philippe+Allard Guerin,13
Uwe+Kaiser,20
Vladimir+Bulović,43
Yasuo Y.+Suzuki,3
Morton A.+Levine,29
André+Müller,4
Emily A.+Carter,441
Jens+Schneider,6
Adrian+Neagu,7
Matthias+Bartosik,6
Aaron P.+VanDevender,44
Shahar+Shloush,4
Dorte+Juul Jensen,0
Jan+de Boer,255
Bernard+Deconinck,70
Tomáš+Vejchodský,2
Ingrid L.+Koslow,0
Yusuke+Tamaki,67
Olav+Hellwig,113
William D.+Harrison,10
Shunsuke+Yoshioka,14
Tomoyuki+Saito,6
William+Que,3
Moshe+Kugler,40
Claire+Mathieu,1
Fintan D.+Ryan,248
Aranyak+Sarkar,1
Leon J.+Goodman,42
Howard H.+Loar,4
Marcin+Chrząszcz,5
A. Liam+Fitzpatrick,226
Tomonori+Tanigawa,89
Jens+Feder,494
Sirichai+Chongchitnan,59
Maureen L.+Nietiadi,3
Haruhiko+Suzuki,8
Jörg+Kussmann,2
Sunil+Kalkal,67
Vladan+Vuletic,45
Kazimierz+Rzążewski,146
Nobuyuki+Nishiyama,1
José+Edelstein,11
Akio+Hosoya,189
Aurélie+Papon,3
Alexander J.+Poyneer,0
Leonid K.+Shvedov,4
Marc D.+Schulz,0
Konstantin+Kikoin,123
Vinodh+Bandaru,2
Yoav+Gross,0
Lowell T.+Wood,2
Mathieu+Kemp,15
Mikael+Ulfward,10
Idan+Talshir,1
Jacob+Fish,4
Amir+Jafari Salim,4
Jaroslav+Král,0
Jai+Prakash,7
Thorbjorn+Sigurgeirsson,5
Tristan+Koppe,0
Dongho+Kim,36
Rolf+Follath,3
Stuart+Wilkins,5
Maryam+Ghorbani,1
Emilio+Bagan,28
MYRON+STRONGIN,4
Marco+Häser,3
Vladimir F.+Elesin,0
Oliver+Fuchs,14
Alessandro+Desideri,0
François+Brouers,3
James L.+Harden,46
Yohsuke+Murase,5
Sadao+Isotani,0
Maycon S.+Araújo,0
Elmar P.+Biernat,23
James+Walker,3
Tufan+Roy,5
Peter A.+Beckmann,18
Arnab+Basak,0
Sara+Pirrone,11
Graham+Brightwell,9
Evgeny+Bobkin,43
Kenji+Tomita,98
Carlos+Martel,2
Frank+Filsinger,148
Hsieh+Fushing,1
Valentin+Hirschi,0
Mingmin+Shen,3
Narayan K.+Sundaram,4
Stephan+Götzinger,138
Kyoungsuk+Jin,3
Sándor J.+Kovács,6
Ciara+Morgan,3
Bruce R.+Patton,269
Douglas+Greiner,18
Erik+Kampert,2
Ichiro+Okabe,8
Valery+Kolkovsky,0
Pierre+Guéret,1
Mohammad+Ramezani,4
Alexander+Baev,6
Vojtěch+Uhlíř,2
Paula+Havu,6
Jacopo+Petitta,0
Jack C.+Wells,13
Jerry T.+Bonnell,4
Enrique+Moreno,2
Sascha+Sadewasser,68
Tomas+Andersson,0
Bunji+Sakita,426
Guillermo+Goldsztein,22
Hiroyuki+Shiba,568
Mordecai+Rosen,3
Javier E.+Vitela,1
Alexei M.+Ermolaev,12
Gregory A.+Rochau,1
Giovanni+Carini,20
Burton+McCollum,0
Gergely T.+Zimanyi,532
Anasuya+Raghunathan,7
Marc+Timme,228
Kirsten+Govaerts,2
Ralf+Theissmann,34
Patricia+Larsen,0
Ubi F.+Wichoski,6
Peter Leth+Christiansen,13
Galina+Nemova,0
Xavier+Viñas,2
D. Wahyu+Utami,29
Abdullah+Sadiq,5
Kin+Wong,14
Wolfgang+Weissflog,48
James M.+Hall,3
Eduardo J.+Ansaldo,135
Christian+Punckt,7
Françoise+Leclercq,13
Meghan+Stuart,0
Bernard+Fabre,2
Omar+Garcia,1
Lars+Mächler,1
Jakob+Schiøtz,77
Franziska+Maier,37
Frank+Rebentrost,7
William N.+Hammer,8
Shane+Koscielniak,6
Kamal K.+Bhattacharya,54
Masato+Kozuka,3
Howard A.+Gordon,107
Nelson+Stein,223
Sandrine+Schlögel,9
Eva+Majerniková,6
Titus A.+Beu,22
Shinji+Hayashi,153
Henry W.+Knerr,2
Josiah+Crudup,0
Ernesto Pineda+León,6
Albert+Glensk,2
Ivan+Powis,10
Ananya+Debnath,2
Adi+Nusser,48
César F.+Talavera,1
Itzhak+Dvir,8
Bert+Klumperman,2
Ville+Arpiainen,0
Sukekatsu+Ushioda,21
Johan J.+Åkerman,25
Lloyd G.+Hyman,2
Anna+Wang,4
Claudio+Castellano,851
Sven+Menke,25
Ron+Folman,292
Celso+Lima,14
Raúl A.+Bustos-Marún,12
Raymond C.+Mjolsness,59
James M.+Glownia,5
Ludovic+Largeau,5
Bruce A.+Bassett,742
Seymour+Rosin,22
Oleksiy+Svitelskiy,58
Rie+Taniguchi,4
Mohammad+Nzar,1
James H.+Fahs,2
Jonathan+Grad,19
Tomoharu+Kohno,10
Darrin M.+York,7
Zhidang+Chen,68
Matthew J.+Cliffe,10
Jan Ingo+Flege,1
Gerald+Jacobs,4
René+Fournier,23
Valery+Berezovsky,11
Alicia+Bueno Belloso,0
Vincenzo+Palleschi,76
Daniela F.+Bogorin,6
Yigal B.+Bannett,42
Eiichi+Yamaguchi,17
Rogerio+Magalhães-Paniago,1
Maximilian+Demmel,10
Alain+Meerschaut,1
Galit+Itkin,5
Prem+Nath,10
Fabien+Conus,3
Ritika+Garg,20
Alexander P.+Zhuravel,28
Annie+Brulet,0
Arthur E.+Covington,2
Arthur+Soucémarianadin,2
Garry L.+Kellogg,1
Anton S.+Petrov,0
Scott W.+Fong,0
Kirill D.+Belashchenko,97
Igor E.+Dzyaloshinskii,47
Arnaldo+Gammal,21
Alexander+Föhlisch,42
Wendell H.+Furry,12
Bruno C.+Mundim,14
Erik+Sandvold,9
Stefan+Schwarz,9
Ubaldo+Bafile,93
Abraham C.-L.+Chian,52
Julia+Heinl,2
Martine+Moulin,0
Kres̆imir+Josić,24
Elena V.+Goldstein,126
Glen+Sandlin,10
Enrico+Brambilla,7
André+Sulpice,4
Marija+Stojanović,3
Ross E.+Williams,78
Dmytro+Nykypanchuk,1
Johan+Christensen,28
Ulrich+Tutsch,6
Bhabadyuti+Sinha,8
Sébastien+Weber,0
Martin+Hansen,5
Anatoly+Kolomeisky,7
Raoyang+Zhang,48
Antonio+Checco,48
Andrea+Blanco-Redondo,3
Yuriy+Mokrousov,453
Torgny+Gustafsson,30
Francisco+Vera,20
Dragica+Knežević,3
Dominik+Scherer,6
Igor+Tkachev,154
Kent Baekgaard+Lauritsen,20
Marco+Leonetti,4
Philip J.+Siemens,267
Eundeok+Mun,41
Antonín+Šimůnek,76
Philipp+Hönicke,3
Oscar E.+Ayala-Valenzuela,15
Pere+Mujal,0
Naoki+Yamamoto,507
Kenta+Yashima,11
Masahiro+Kobashi,8
Kavita+Dorai,42
Gunther+Uhlmann,48
Paolo+Carosso,11
Daner+Abdula,17
Alejandra+Kandus,60
Peter D.+Zimmerman,51
Simone+Wall,19
Mauro+Rajteri,5
Federico+Gorrini,0
Glenn+Agnolet,18
Hakuro+Hayashi,13
Irwin C.+Winkler,0
Francesca+Gambetta,3
Douglas B.+Chrisey,5
James M. G.+Mead,2
Clemens+Grünsteidl,0
Martin+Magnuson,18
Francesco D.+Di Tolla,54
Ulf+Fritsch,9
Dragan+Vujic,17
Nobuhiro+Yonezawa,13
Tauseef+Ahmad,7
Marlin+Whitaker,13
Vincent J.+Newell,2
Yasuo+Nakayama,34
Arun+Bharti,2
Dagoberto S.+Freitas,20
Nathan+Crossette,0
Hamed+Karimi,23
Kazuki+Ohmori,4
Holger S. P.+Müller,6
Claudio+Campagnari,5
Laura G.+Book,23
Hania+Mahassen,13
Giselle N.+Fontes,2
Christian+Tamm,12
Katarzyna+Mazurek,2
Wayne H.+Lau,77
Michel L.+Goldstein,2
Bruce+Rosenblum,225
Albert+Würflinger,0
Stefano+Monastra,3
Arnaud+Zaslavsky,5
Yoshiyuki+Morihara,9
A. Harry+Sharbaugh,50
Hans+Jürgen Herrmann,21
Andrzej+Odrzywołek,3
Efim+Rozenbaum,5
Per Michael+Johansen,23
Abdul Kayum+Zafri,3
Pasquale+D'angelo,0
Adel+Rahmani,121
Rolf+Simon,39
Joris+Vanhoof,2
Tobias+Eisenbarth,10
René+Schwonnek,0
Iannis+Dalianis,1
Leif+Bergstedt,8
Shibashis+Paul,0
Gianluca+Grignani,1
Peter+Ivanov,24
Laurence+Signon,0
Sidika+Ulker,17
Satoshi+Takeuchi,7
Michael E.+Flatté,0
Gabriel+Denicol,18
Bruce+Jensen,13
Alexander+Melville,6
Mazyar+Mirrahimi,54
Rafik+Ballou,22
Dmitri V.+Talapin,4
Thiago R. F.+Peixoto,0
Jack+Lidmar,152
Philippe+Coussot,51
Werner+Nakel,9
Andreas+Hartlep,8
Adam+Stokes,4
Fabrizio+Porrati,4
Minerba+Betancourt,0
Azriel Z.+Genack,269
Anatoliy+Strybulevych,33
Jacopo+Buongiorno,4
Cody A.+Melton,0
Mauricio+Ruibal,41
Radek+Plašil,1
Donald R.+Morey,0
Juliana K.+da Silva,1
Kyoungdae+Kim,29
Piotr+Kwaśniak,0
Toshiya+Shibayanagi,5
Adrian+Rühm,17
Alexandre G. M.+Schmidt,11
Vidya P.+Bhallamudi,7
William S.+Bialek,12
Srinivas+Bengaluru Subramanyam,0
Orin+Dahl,7
Yuval+Vinkler,9
Dennis+Meier,11
Scott+McIntosh,0
Petru+Ghenuche,19
Marcin P.+Flak,0
Rachel A.+Rosen,194
Albert J.+Hatch,24
Serafim+Rodrigues,2
Antonio+Celani,121
Grigorios I.+Poulis,9
Nicholas F.+Soffe,32
Stephan+Kraft,5
Masayuki+Hosoda,11
Donald C.+Reynolds,5
Christopher+Beem,15
Awadhesh+Mani,43
Ratnabali+Banerjee,0
Ronaldo+Giro,6
Loic+Toupet,23
Natsumi+Nagata,82
Igor R.+Klebanov,314
Ady+Arie,97
Enrico+Ronca,0
Kenneth J.+Chau,0
Patrick+Then,0
Abhinanden+Sambasivam,0
Arthur E.+Ferdinand,573
Emilio+Burattini,21
Neil+Shenvi,265
Tahir+Çain,17
Özgür Esat+Müstecaplıoğlu,0
Yoshihide+Yoshimoto,69
Stéphan+Hernandez,0
Sławomir M.+Cybulski,6
Atsushi+Nakamula,1
James+Battiato,15
Predrag+Miranović,16
Michael+Trinkala,2
Philip W.+Phillips,328
Herschel+Snodgrass,3
Aparesh+Chatterjee,15
Arthur+Cohn,18
Donald H.+Andrews,26
Silke+Schaab,0
Eduardo K.+Takahashi,5
Marius J.+Simon,0
Joachim+Hainz,2
Bruce H. J.+Mckellar,2
Emi+Kou,56
Gregorio+Guzmán-Ramírez,0
Melanie M.+Britton,29
Doron+Gazit,167
Diego+Herranz,3
Oscar C. O.+Dahlsten,2
Elisabeth+Schlottmann,0
Niklas M.+Gergs,9
Frederic A.+Rasio,167
Samuel A.+Hevia,1
Ehsan+Bavarsad,0
Howon+Lee,2
Kouichi+Ichimura,102
Sergey B.+Vakhrushev,4
Keisuke+Izumi,86
Ronaldo J. C.+Batista,9
Michael+Fickinger,42
Stanley W.+Tozer,1
Harry R.+Bowman,265
Kohzo+Nakamura,5
Laura+Di Lucchio,0
Michael M.+Burns,147
Michael E.+Tobar,278
Itzhak+Webman,574
Tarun Deep+Saini,103
Jasper F.+Kok,16
Harry H.+Denman,13
Bernd+Winter,5
Sungwon+Yoon,3
Hiroyuki+Yamane,42
André G. S.+Landulfo,28
Zoltan+Jurek,10
Hanna+Grönqvist,0
Makoto+Abe,7
Konstantin Yu.+Bliokh,149
František+Herman,0
Bjørn+Fischer,72
C. Pio+Ferreira,0
Lorenzo+Cornalba,93
Henrik+Hartman,0
Yutaka+Akagi,22
Alberto+Díez-Tejedor,2
Sushil Kumar+Mendiratta,5
Claude M.+Dion,51
MARTIN+FEINROTH,0
Fernando+Gallego-Marcos,13
Jaehun+Park,1
Martin+Vicanek,7
William P.+Romero,2
Susanta+Chakraborty,2
Chiranjib+Mitra,0
Dave+Fort,2
José A.+Helayel-Neto,0
Cristian+Estarellas,0
Sergey+Knysh,62
Yusuke+Nishisaka,8
Torsten+Leitner,1
Alessandro+Amato,24
Takayuki+Sato,0
Vladimir L.+Velichansky,12
Yoji+Kawamura,124
Hiroaki+Tanji,2
Natalia K.+Georgieva,1
Ron Quing+Luo,0
Carlos A.+Iglesias,133
Damião P. Meira+Filho,3
Sahana+Rößler,22
Fakher+Assaad,3
Igor+Savukov,1
Sukosin+Thongrattanasiri,57
Ulrich+Peuchert,108
Ekaterina+Pavlenko,0
Benjamín+Martínez,31
Bart+Laenens,4
Ilaria+Zardo,1
Grigory+Vereshkov,1
Katleiah+Ramos,7
Kanto+Moritake,0
Rolf+Berger,4
Ricardo S.+Schor,8
Fabio+Governato,22
Takehiko+Ishiguro,34
Alexander+Senger,80
Leda+Peña,1
Oswaldo+Morán,8
Alessandro S.+Villar,4
Lukasz+Fidkowski,710
Shunsuke C.+Furuya,25
Alexander L.+Shluger,414
Maximilian+Vielhauer,0
Randolph Q.+Hood,437
Edl+Schamiloglu,18
Véronique+Bornand,8
Fereshteh+Adli,0
Takashi+Kanamaru,28
Elbio R.+Dagotto,1
Sergey B.+Simanovsky,7
Chandreyee+Roy,6
Orazio+Svelto,20
Greg C.+Glatzmaier,3
Miguel+Castro,76
Elijah+Johnson,0
Fong Yew+Leong,0
Ronald+Benjamin,35
Jürgen+Kemmler,54
Z. Lotfi+Mahyari,7
Vivek K.+Tiwari,33
Yoshiaki+Susaki,1
Michael M.+Krause,2
Javed+Ahmad,12
Samu+Kurki,3
Joohan+Lee,335
Ilia A.+Binder,0
Kelvin+Wang,0
Flemming Y.+Hansen,13
Battal G.+Yalçın,0
Jeroen+Wiemer,4
Ray J.+Rivers,22
Germain+Rousseaux,22
Timur E.+Babakol,0
Rena+Akahori,0
Bernhard+Albrecht,11
Peilong+Hong,6
Hilario+Pérez,0
Travis A. W.+Martin,3
Manuel+Gómez,1
Adam J.+Matzger,4
Rodion+Neigovzen,5
Ruzin+Ağanoğlu,11
Jhumpa+Adhikari,3
Pedro B.+Coto,19
Jens+Elgeti,24
Viktor A.+Sverdlov,7
Chauncey+Starr,2
Troy+Shinbrot,165
Alexander+Feinstein,89
Vladimir+Gorentsveig,9
