Paper,Gender,NumberOfCitations
10.1103/PhysRev.117.1476,m,11
10.1103/PhysRevLett.94.067003,m,3
10.1103/PhysRevE.62.272,m,12
10.1103/RevModPhys.70.653,m,86
10.1103/PhysRevD.87.053003,m,3
10.1103/PhysRevLett.21.857,m,4
10.1103/PhysRevLett.43.5,m,0
10.1103/PhysRevSTPER.5.020106,f,3
10.1103/PhysRevB.55.2417,m,10
10.1103/PhysRevD.82.023522,m,8
10.1103/PhysRevD.50.2744,m,2
10.1103/PhysRevE.88.032804,m,2
10.1103/PhysRevLett.56.624,m,8
10.1103/PhysRevE.47.2874,m,24
10.1103/PhysRevE.60.203,m,0
10.1103/PhysRevLett.102.034801,m,0
10.1103/PhysRevA.40.1130,m,10
10.1103/PhysRevA.88.062316,m,8
10.1103/PhysRevE.86.016101,m,0
10.1103/PhysRevA.19.1906,m,8
10.1103/PhysRevA.29.682,m,21
10.1103/PhysRevA.77.062101,m,5
10.1103/PhysRevLett.78.3193,m,0
10.1103/PhysRevE.73.031907,m,25
10.1103/PhysRevE.62.8071,f,4
10.1103/PhysRevLett.98.059001,f,3
10.1103/PhysRevB.40.6538,m,0
10.1103/PhysRevD.58.104001,m,0
10.1103/PhysRevLett.101.200502,m,10
10.1103/PhysRevA.85.062118,m,2
10.1103/PhysRevA.11.2025,m,0
10.1103/PhysRevD.69.016006,m,6
10.1103/PhysRev.59.766.2,m,0
10.1103/PhysRevA.76.023808,m,6
10.1103/PhysRevA.62.032101,m,8
10.1103/PhysRevB.43.11666,m,0
10.1103/PhysRevA.59.3280,m,3
10.1103/PhysRevD.57.4812,m,1
10.1103/PhysRevB.37.5038,m,0
10.1103/PhysRevC.89.034316,f,4
10.1103/PhysRevE.93.062142,m,0
10.1103/PhysRev.73.1313,m,5
10.1103/PhysRevLett.110.148701,m,17
10.1103/PhysRevA.76.043812,m,8
10.1103/PhysRevLett.56.2653,m,1
10.1103/PhysRev.175.674,m,33
10.1103/PhysRevE.47.3776,m,0
10.1103/PhysRevD.51.6281,f,32
10.1103/PhysRevA.69.032309,m,6
10.1103/PhysRevD.63.087503,f,7
10.1103/PhysRev.175.1604,m,22
10.1103/PhysRevD.22.1848,m,2
10.1103/PhysRevD.63.085005,m,4
10.1103/PhysRevD.54.6548,m,1
10.1103/PhysRevE.65.066613,m,0
10.1103/PhysRevD.88.084018,m,2
10.1103/PhysRev.93.1127,f,4
10.1103/PhysRev.86.249.2,m,4
10.1103/PhysRevE.62.6042,m,3
10.1103/PhysRevB.14.2849,m,3
10.1103/PhysRevE.78.066213,m,0
10.1103/PhysRev.81.848,f,41
10.1103/PhysRevD.87.109902,m,1
10.1103/PhysRevA.53.1992,m,2
10.1103/PhysRevC.89.024907,m,3
10.1103/PhysRevSeriesI.26.439,m,0
10.1103/PhysRev.73.1118.2,m,8
10.1103/PhysRev.51.624,m,13
10.1103/PhysRevB.3.1505,m,2
10.1103/PhysRevD.54.2023,m,41
10.1103/PhysRevD.20.2469,m,4
10.1103/PhysRevC.32.1430,m,5
10.1103/PhysRevA.43.3785,m,5
10.1103/PhysRevB.25.3846,m,1
10.1103/PhysRevLett.82.4765,f,120
10.1103/PhysRevLett.115.038102,m,3
10.1103/PhysRevA.46.R6785,m,2
10.1103/PhysRev.24.502,m,10
10.1103/PhysRevLett.62.3054,m,43
10.1103/PhysRevD.24.481,m,7
10.1103/PhysRevD.47.1250,m,0
10.1103/PhysRev.108.683,m,23
10.1103/PhysRevA.35.4892,m,6
10.1103/PhysRev.88.236,m,3
10.1103/PhysRevD.74.014018,m,10
10.1103/PhysRevLett.89.171601,m,7
10.1103/PhysRevD.92.074034,m,6
10.1103/PhysRevA.83.042316,m,0
10.1103/PhysRevLett.53.1967,m,15
10.1103/PhysRevA.73.053405,m,5
10.1103/PhysRev.115.1405,m,20
10.1103/PhysRevB.66.012404,m,0
10.1103/PhysRevB.69.064426,m,11
10.1103/PhysRevLett.88.041601,m,13
10.1103/PhysRevE.93.012603,m,2
10.1103/PhysRevLett.97.149401,m,1
10.1103/PhysRev.59.290,m,2
10.1103/PhysRevA.43.3187,m,14
10.1103/PhysRevLett.87.254301,m,14
10.1103/PhysRevB.14.4131,m,4
10.1103/PhysRevB.40.4607,m,0
10.1103/PhysRevB.16.537,m,1
10.1103/PhysRev.136.B221,f,5
10.1103/PhysRevE.60.R6255,m,7
10.1103/PhysRevE.91.012823,m,0
10.1103/PhysRevLett.77.482,m,8
10.1103/PhysRevA.79.063603,m,9
10.1103/PhysRevD.66.124019,m,4
10.1103/PhysRevD.46.4775,m,0
10.1103/PhysRevLett.18.585,m,0
10.1103/PhysRevD.93.064038,m,0
10.1103/PhysRevD.10.1669,m,57
10.1103/PhysRev.98.793,m,3
10.1103/PhysRevB.50.11271,m,19
10.1103/PhysRev.57.592,m,28
10.1103/PhysRev.90.159.2,m,2
10.1103/PhysRev.109.1590,m,4
10.1103/PhysRevLett.81.3844,m,3
10.1103/PhysRevE.79.021603,m,1
10.1103/PhysRevA.43.3172,m,0
10.1103/PhysRev.107.843,f,7
10.1103/PhysRevD.38.514,m,9
10.1103/PhysRevD.32.2835,m,0
10.1103/PhysRevB.90.245412,m,2
10.1103/PhysRevD.83.063508,m,11
10.1103/PhysRevB.60.3040,m,4
10.1103/PhysRevLett.2.63,m,0
10.1103/PhysRevD.22.2380,m,1
10.1103/PhysRevE.48.1655,m,0
10.1103/PhysRevLett.95.207203,m,46
10.1103/PhysRevD.89.021502,m,0
10.1103/PhysRevB.19.1420,m,4
10.1103/PhysRevLett.28.1008,m,3
10.1103/PhysRevLett.8.263,m,74
10.1103/PhysRevD.77.024009,m,9
10.1103/PhysRev.100.1227,m,22
10.1103/PhysRevA.77.053820,m,1
10.1103/PhysRevB.22.1487,m,6
10.1103/PhysRevLett.55.40,m,17
10.1103/PhysRevC.91.034332,f,3
10.1103/PhysRev.131.2512,m,2
10.1103/PhysRev.115.1741,m,104
10.1103/PhysRev.32.699,m,2
10.1103/PhysRev.84.377,m,10
10.1103/PhysRevB.1.4541,m,23
10.1103/PhysRev.130.58,m,29
10.1103/PhysRevA.83.012320,m,7
10.1103/PhysRevA.2.1964,m,1
10.1103/PhysRevD.94.065029,m,0
10.1103/RevModPhys.21.447,m,107
10.1103/PhysRevA.81.053818,m,2
10.1103/PhysRevLett.74.1411,m,7
10.1103/PhysRevD.89.104036,m,0
10.1103/PhysRevLett.116.150501,m,3
10.1103/PhysRevD.63.084004,m,27
10.1103/PhysRevA.90.042325,m,7
10.1103/PhysRevB.48.528,m,8
10.1103/PhysRevE.71.026124,m,1
10.1103/PhysRevA.47.879,m,1
10.1103/PhysRevSTAB.12.024701,m,1
10.1103/PhysRevA.82.011605,m,15
10.1103/PhysRev.149.402,m,6
10.1103/PhysRevE.93.052404,m,0
10.1103/PhysRevD.85.024037,m,5
10.1103/PhysRevD.75.022002,m,2
10.1103/PhysRevD.60.063503,m,7
10.1103/PhysRevB.69.224516,m,6
10.1103/PhysRev.118.824,m,35
10.1103/PhysRevE.68.021106,m,0
10.1103/PhysRevB.35.2626,m,44
10.1103/PhysRevD.92.105020,m,2
10.1103/PhysRevA.86.032342,m,5
10.1103/PhysRevD.17.483,m,6
10.1103/PhysRevD.78.125026,m,2
10.1103/PhysRevLett.98.088701,m,11
10.1103/RevModPhys.67.735,m,6
10.1103/PhysRev.105.559,m,26
10.1103/PhysRev.77.143,m,0
10.1103/PhysRevD.57.4789,m,31
10.1103/PhysRevLett.98.200601,m,2
10.1103/PhysRevB.73.012504,m,1
10.1103/PhysRevB.50.2283,m,12
10.1103/PhysRev.115.48,m,4
10.1103/PhysRevE.85.045101,m,0
10.1103/PhysRev.59.233,m,1
10.1103/PhysRevD.8.268,m,6
10.1103/PhysRevD.71.075006,m,3
10.1103/PhysRevD.68.102005,m,9
10.1103/PhysRevC.68.031902,m,21
10.1103/PhysRevA.39.3705.3,m,0
10.1103/PhysRevA.68.022702,m,6
10.1103/PhysRevE.78.010901,m,1
10.1103/PhysRev.28.392,m,1
10.1103/PhysRevD.57.6191,m,4
10.1103/PhysRevD.50.4957,m,4
10.1103/PhysRevLett.50.636,m,0
10.1103/PhysRevD.52.1710,m,8
10.1103/PhysRevLett.114.050403,m,12
10.1103/PhysRevE.81.041138,m,3
10.1103/PhysRevLett.68.397,m,21
10.1103/PhysRevD.80.105020,m,2
10.1103/PhysRevLett.53.1198,m,54
10.1103/PhysRevA.74.052101,f,30
10.1103/PhysRevD.48.R1914,m,3
10.1103/PhysRevD.4.910,m,1
10.1103/PhysRevB.70.184118,f,7
10.1103/PhysRev.98.105,m,0
10.1103/PhysRevD.24.937,m,0
10.1103/PhysRev.82.403,m,1091
10.1103/PhysRevLett.65.2137,m,62
10.1103/RevModPhys.38.541,m,58
10.1103/PhysRevLett.14.985,m,14
10.1103/PhysRevB.59.12256,m,4
10.1103/PhysRevC.7.1724,m,0
10.1103/PhysRevA.82.060701,m,5
10.1103/PhysRevE.49.4425,m,8
10.1103/PhysRev.133.A759,m,54
10.1103/PhysRevB.10.4173,m,4
10.1103/PhysRevD.27.1288,m,11
10.1103/PhysRevD.10.223,m,56
10.1103/PhysRevB.76.153105,m,2
10.1103/PhysRevA.8.2514,m,38
10.1103/PhysRevD.33.3145,m,4
10.1103/PhysRevC.21.2130,m,0
10.1103/PhysRevA.39.3705.4,m,0
10.1103/PhysRevB.40.20,f,0
10.1103/PhysRevE.80.016209,f,0
10.1103/PhysRevD.39.1391,m,31
10.1103/PhysRevA.49.2231,m,4
10.1103/PhysRevD.72.124004,m,4
10.1103/PhysRevLett.1.177,m,4
10.1103/PhysRevLett.104.140402,f,11
10.1103/PhysRevD.32.2334,m,4
10.1103/PhysRev.135.A10,m,17
10.1103/PhysRevD.41.2930,m,0
10.1103/PhysRevB.43.5474,m,2
10.1103/PhysRevD.92.063015,m,3
10.1103/PhysRevLett.42.476,m,47
10.1103/RevModPhys.20.127,m,0
10.1103/PhysRevA.48.4797,m,1
10.1103/PhysRevB.42.6869,m,0
10.1103/PhysRevA.64.033406,m,3
10.1103/PhysRevA.72.033419,m,0
10.1103/PhysRev.118.349,m,280
10.1103/PhysRevLett.5.430,m,91
10.1103/PhysRevLett.14.98,f,6
10.1103/PhysRevLett.49.422.2,m,1
10.1103/PhysRevD.83.104025,m,5
10.1103/PhysRevB.1.1336,m,5
10.1103/PhysRev.50.785,m,1
10.1103/PhysRevB.5.4529,m,344
10.1103/PhysRevB.91.106502,m,0
10.1103/PhysRevLett.18.622,m,7
10.1103/PhysRevB.76.224302,m,2
10.1103/PhysRev.92.145,m,3
10.1103/PhysRevA.91.022316,m,12
10.1103/PhysRevB.41.11047,m,0
10.1103/PhysRev.90.1079,m,4
10.1103/PhysRevE.87.013014,m,2
10.1103/PhysRevLett.97.146401,m,162
10.1103/PhysRev.112.1436,m,4
10.1103/PhysRevE.71.066114,m,8
10.1103/PhysRev.98.147,m,8
10.1103/PhysRevD.45.1045,m,0
10.1103/PhysRev.78.306,m,10
10.1103/PhysRev.123.722,m,1
10.1103/PhysRevD.61.124007,m,4
10.1103/PhysRevD.25.1714,m,6
10.1103/PhysRevLett.105.151603,m,9
10.1103/PhysRevLett.41.222,m,1
10.1103/PhysRev.170.122,m,2
10.1103/PhysRevA.68.052307,m,3
10.1103/PhysRevD.11.1611,m,4
10.1103/PhysRevB.48.550,m,16
10.1103/PhysRevD.59.083511,m,6
10.1103/PhysRevD.72.043535,m,26
10.1103/PhysRev.44.603,m,0
10.1103/PhysRevD.46.1846,m,7
10.1103/PhysRevD.87.107501,m,14
10.1103/PhysRevLett.83.4764,m,19
10.1103/PhysRevE.53.6555,m,1
10.1103/PhysRevB.1.1151,m,4
10.1103/PhysRevD.78.117501,f,5
10.1103/PhysRev.174.659,m,10
10.1103/PhysRevD.80.103001,m,2
10.1103/PhysRevB.83.104411,m,6
10.1103/PhysRevLett.102.150501,m,1
10.1103/PhysRevD.28.1664,m,16
10.1103/PhysRevD.80.064005,m,46
10.1103/PhysRev.171.1385,m,8
10.1103/PhysRevD.91.111702,m,5
10.1103/PhysRevLett.112.108901,m,0
10.1103/PhysRev.97.1162,m,7
10.1103/PhysRevE.69.016121,m,2
10.1103/PhysRevE.73.031505,m,7
10.1103/PhysRevA.71.012334,m,13
10.1103/PhysRevLett.64.1995,m,35
10.1103/PhysRevA.21.2130,m,0
10.1103/PhysRevB.85.045444,f,2
10.1103/PhysRevA.84.062701,m,1
10.1103/PhysRevD.84.063006,m,1
10.1103/PhysRevA.13.86,m,20
10.1103/PhysRevB.22.1933,m,23
10.1103/PhysRevD.76.042005,m,1
10.1103/PhysRevB.51.1722,m,4
10.1103/PhysRevD.58.044006,m,0
10.1103/PhysRevLett.21.1851,m,21
10.1103/PhysRevLett.29.644,m,0
10.1103/PhysRevC.45.R1424,m,3
10.1103/PhysRevD.22.1826,m,6
10.1103/PhysRevD.91.086009,m,1
10.1103/PhysRevD.6.3241,m,0
10.1103/PhysRevA.83.043603,m,2
10.1103/PhysRevD.30.2608,m,2
10.1103/PhysRevB.41.12327,m,21
10.1103/PhysRev.90.469,f,0
10.1103/PhysRevE.49.2115,m,1
10.1103/PhysRevA.26.1030,m,10
10.1103/PhysRevD.62.064009,m,13
10.1103/PhysRevB.35.3445,m,1
10.1103/PhysRevLett.63.2791,m,17
10.1103/PhysRevA.58.3879,m,12
10.1103/PhysRevD.67.084015,m,0
10.1103/PhysRevLett.10.170,m,7
10.1103/PhysRev.166.1645,m,0
10.1103/PhysRev.117.1029,m,0
10.1103/PhysRevA.80.025403,m,4
10.1103/PhysRevA.91.022105,m,8
10.1103/PhysRevB.75.113101,m,0
10.1103/PhysRevA.43.2546,m,1
10.1103/PhysRevA.67.054305,m,27
10.1103/PhysRevC.84.037607,m,2
10.1103/PhysRev.54.483,m,0
10.1103/PhysRevE.80.066605,m,0
10.1103/PhysRev.131.659,m,3
10.1103/PhysRevB.7.1719,m,2
10.1103/PhysRevC.7.1254,m,1
10.1103/PhysRevLett.58.2154,m,21
10.1103/PhysRevA.42.5763,m,1
10.1103/PhysRevLett.102.105702,m,27
10.1103/PhysRevD.5.79,m,3
10.1103/PhysRev.119.1873,m,4
10.1103/PhysRev.92.506,m,0
10.1103/PhysRevLett.27.347,m,6
10.1103/PhysRevE.55.3249,m,0
10.1103/PhysRev.153.391,m,11
10.1103/PhysRevB.57.R14004,m,41
10.1103/RevModPhys.56.41,m,1
10.1103/PhysRevA.14.726,m,1
10.1103/PhysRevE.68.046116,m,13
10.1103/PhysRevA.37.4531.2,m,3
10.1103/PhysRevA.64.042113,m,16
10.1103/PhysRevD.70.063509,m,1
10.1103/PhysRevD.81.044002,m,5
10.1103/PhysRevE.73.061406,m,2
10.1103/PhysRev.38.2033,m,3
10.1103/PhysRevB.80.193401,m,4
10.1103/PhysRevE.79.021705,m,6
10.1103/PhysRevD.19.2385,m,29
10.1103/PhysRevD.81.108501,m,1
10.1103/PhysRevD.91.045038,m,5
10.1103/PhysRevA.34.2375,m,20
10.1103/PhysRevA.94.022101,m,0
10.1103/PhysRevE.90.012111,m,14
10.1103/PhysRev.104.794,m,1
10.1103/PhysRevD.28.2929,m,58
10.1103/PhysRevD.76.071701,m,18
10.1103/PhysRevD.7.2980,m,3
10.1103/PhysRevA.30.1849,m,5
10.1103/PhysRevD.20.2314,m,0
10.1103/PhysRevB.36.3697,m,12
10.1103/PhysRevD.41.3515,m,1
10.1103/PhysRevB.12.2869,m,2
10.1103/PhysRevLett.62.2349,f,12
10.1103/PhysRevD.79.065013,m,2
10.1103/PhysRevB.47.15904,m,0
10.1103/PhysRevA.90.042307,m,10
10.1103/PhysRevB.76.193108,m,13
10.1103/PhysRevA.38.506,m,1
10.1103/PhysRevLett.82.4074,f,36
10.1103/PhysRevD.60.127902,m,2
10.1103/PhysRevD.56.5153,m,1
10.1103/PhysRevA.79.043405,m,2
10.1103/PhysRevA.87.042302,m,7
10.1103/PhysRevX.4.031009,m,28
10.1103/PhysRev.139.B1443,m,8
10.1103/PhysRevC.93.049801,m,0
10.1103/PhysRevB.72.241405,m,6
10.1103/PhysRevD.80.094018,m,3
10.1103/PhysRev.131.535,m,2
10.1103/PhysRevC.16.2325,m,20
10.1103/PhysRevD.38.2399,m,9
10.1103/PhysRevB.51.2790,m,0
10.1103/PhysRevE.68.041909,m,5
10.1103/PhysRevD.84.124031,m,3
10.1103/PhysRevA.83.042324,m,0
10.1103/PhysRevD.71.063518,f,0
10.1103/PhysRevD.51.5507,m,117
10.1103/PhysRevE.55.3886,f,1
10.1103/PhysRevD.3.3205,m,5
10.1103/PhysRev.114.905,m,17
10.1103/PhysRevD.52.68,m,1
10.1103/PhysRevC.20.1648,m,14
10.1103/PhysRev.89.52,m,2
10.1103/PhysRev.124.940,m,2
10.1103/PhysRevE.54.3003,m,0
10.1103/PhysRevB.49.17149,m,1
10.1103/PhysRevLett.104.138101,m,8
10.1103/PhysRevD.60.017301,m,4
10.1103/PhysRevB.45.4241,m,1
10.1103/PhysRevD.56.7833,f,2
10.1103/PhysRevLett.101.122501,m,3
10.1103/PhysRevLett.110.230603,m,4
10.1103/PhysRevE.60.2912,m,4
10.1103/PhysRevD.81.025011,m,5
10.1103/PhysRevA.89.023841,m,0
10.1103/PhysRevD.55.161,m,27
10.1103/PhysRev.88.38,m,1
10.1103/PhysRevB.39.11862,m,14
10.1103/PhysRev.132.21,m,4
10.1103/PhysRevLett.60.379,f,18
10.1103/PhysRev.129.872,m,29
10.1103/PhysRevB.31.3303,m,40
10.1103/PhysRevA.51.2715,m,2
10.1103/PhysRevE.64.036122,m,10
10.1103/PhysRev.135.B222,m,3
10.1103/PhysRevLett.1.411,m,1
10.1103/PhysRevB.45.7529,m,1
10.1103/PhysRevA.94.062118,m,0
10.1103/PhysRevD.63.054003,m,4
10.1103/PhysRevD.79.124038,m,10
10.1103/PhysRev.46.343,m,9
10.1103/PhysRev.9.414,m,0
10.1103/PhysRevB.53.11034,m,6
10.1103/PhysRevE.66.061403,m,0
10.1103/PhysRev.83.534,m,1
10.1103/PhysRevA.78.012346,m,8
10.1103/PhysRevA.94.032320,m,0
10.1103/PhysRevD.83.122003,m,3
10.1103/RevModPhys.41.640,m,17
10.1103/PhysRevB.17.4444,m,59
10.1103/PhysRevLett.81.4293,m,112
10.1103/PhysRev.137.B221,m,0
10.1103/PhysRevB.46.15416,m,5
10.1103/PhysRevD.49.4785,m,3
10.1103/PhysRevA.68.062111,m,6
10.1103/PhysRevD.11.2031,m,2
10.1103/PhysRevD.61.106002,m,1
10.1103/PhysRevB.82.174433,m,52
10.1103/PhysRevD.82.024024,m,6
10.1103/PhysRevB.5.4198,m,2
10.1103/PhysRev.112.1238,m,2
10.1103/PhysRevB.47.14044,m,8
10.1103/PhysRev.186.1422,m,4
10.1103/PhysRevC.50.2834,m,3
10.1103/PhysRevB.79.134414,m,0
10.1103/PhysRev.52.72,m,3
10.1103/PhysRevE.91.056102,m,0
10.1103/PhysRev.122.83,m,37
10.1103/PhysRevB.65.052502,m,0
10.1103/PhysRevE.59.218,m,20
10.1103/PhysRevB.76.193109,m,0
10.1103/PhysRevD.80.115019,m,16
10.1103/PhysRevD.79.127501,m,0
10.1103/PhysRevD.2.801,m,9
10.1103/PhysRevD.89.024004,m,1
10.1103/PhysRevD.49.6512,m,1
10.1103/PhysRev.113.866,m,1
10.1103/PhysRevE.93.020103,f,0
10.1103/PhysRevD.87.105015,m,3
10.1103/PhysRevD.49.6935,m,11
10.1103/PhysRevB.22.3493,f,4
10.1103/PhysRevA.47.1771,m,2
10.1103/PhysRevC.74.034906,m,28
10.1103/PhysRevE.58.1955,m,7
10.1103/PhysRevA.20.1693,m,79
10.1103/PhysRev.164.2056,m,4
10.1103/PhysRevD.88.123003,m,3
10.1103/PhysRevB.41.9452,m,67
10.1103/PhysRev.32.691,m,6
10.1103/PhysRev.105.900,m,10
10.1103/PhysRevLett.103.231301,m,4
10.1103/PhysRev.69.32.2,m,1
10.1103/PhysRevA.29.314,m,2
10.1103/PhysRevE.89.022115,m,2
10.1103/PhysRev.179.663,m,2
10.1103/PhysRevD.21.2021,m,0
10.1103/PhysRevA.67.012504,m,4
10.1103/PhysRevB.55.10337,m,234
10.1103/PhysRevD.84.063010,m,2
10.1103/PhysRev.154.614,m,1
10.1103/PhysRevB.59.R11637,f,7
10.1103/PhysRev.47.942,m,6
10.1103/PhysRevD.82.024041,m,0
10.1103/PhysRevA.53.3818,m,6
10.1103/PhysRev.133.A280,m,14
10.1103/PhysRevD.71.044032,m,6
10.1103/PhysRevD.14.3290,m,0
10.1103/PhysRevLett.23.254,m,20
10.1103/PhysRevD.92.014038,m,6
10.1103/PhysRevD.56.4922,m,40
10.1103/PhysRevE.88.022402,m,1
10.1103/PhysRevB.61.3297,m,6
10.1103/PhysRevD.6.2530,m,8
10.1103/PhysRevC.84.034314,m,5
10.1103/PhysRevD.85.104049,m,22
10.1103/PhysRevE.71.056132,m,1
10.1103/PhysRev.73.181,m,3
10.1103/PhysRev.149.1188,m,0
10.1103/PhysRevB.39.6737,m,0
10.1103/PhysRevD.10.4095,m,4
10.1103/PhysRevLett.100.081102,m,9
10.1103/PhysRev.78.622,m,5
10.1103/PhysRevB.55.3603,m,21
10.1103/PhysRevD.8.4004,m,4
10.1103/PhysRevB.19.2801,m,12
10.1103/PhysRevB.85.165303,m,2
10.1103/PhysRevB.87.054434,m,8
10.1103/PhysRevLett.70.3675,m,16
10.1103/PhysRevD.65.084003,m,60
10.1103/PhysRevD.16.1702,m,3
10.1103/PhysRevB.75.174421,m,1
10.1103/PhysRevB.28.3753,f,9
10.1103/PhysRevB.3.4418,m,15
10.1103/PhysRevLett.107.258101,m,2
10.1103/PhysRevD.23.561,m,1
10.1103/PhysRevE.88.062137,m,2
10.1103/PhysRevA.7.1213,m,0
10.1103/PhysRevD.7.2802,m,10
10.1103/PhysRev.125.1597,m,7
10.1103/PhysRev.125.1209,m,4
10.1103/PhysRevD.86.087501,m,0
10.1103/PhysRevB.65.193302,m,4
10.1103/PhysRev.3.439,m,3
10.1103/PhysRevB.45.3842,m,1
10.1103/PhysRevA.71.053604,m,6
10.1103/PhysRevD.65.084016,m,7
10.1103/PhysRevD.88.116005,f,4
10.1103/PhysRevC.10.1271,m,3
10.1103/PhysRevE.73.066112,m,2
10.1103/PhysRevD.8.385,m,3
10.1103/PhysRevB.43.908,m,1
10.1103/PhysRev.96.1188,m,4
10.1103/PhysRevLett.82.3923,m,3
10.1103/PhysRevE.81.061114,m,0
10.1103/PhysRevD.93.115009,m,0
10.1103/PhysRevE.88.052709,m,0
10.1103/PhysRevLett.4.585,m,15
10.1103/PhysRevD.9.885,m,0
10.1103/PhysRevA.12.1801,m,7
10.1103/PhysRevD.11.282,m,1
10.1103/PhysRevB.39.2312,m,83
10.1103/PhysRevB.59.2564,m,0
10.1103/PhysRev.84.161,m,6
10.1103/PhysRevB.84.085436,m,2
10.1103/PhysRevD.88.124029,m,1
10.1103/PhysRevA.4.1195,m,7
10.1103/PhysRevC.61.024311,m,5
10.1103/PhysRevB.94.045107,m,0
10.1103/PhysRev.157.81,m,22
10.1103/PhysRevD.88.094009,m,1
10.1103/PhysRevD.62.014031,m,17
10.1103/PhysRevA.83.024301,m,9
10.1103/PhysRevB.45.389,m,38
10.1103/PhysRevD.85.043006,m,5
10.1103/PhysRev.98.153,m,6
10.1103/PhysRev.81.412,m,90
10.1103/PhysRev.162.7,m,5
10.1103/PhysRevB.32.1945,m,3
10.1103/PhysRevE.69.041601,m,2
10.1103/PhysRevE.79.049902,m,5
10.1103/PhysRevA.58.377,m,4
10.1103/PhysRev.168.1855,m,3
10.1103/PhysRevLett.42.1531,m,24
10.1103/PhysRevD.7.2635,m,3
10.1103/PhysRevA.21.2186,m,1
10.1103/PhysRevB.65.233406,f,3
10.1103/PhysRevD.29.2191,m,0
10.1103/PhysRevD.60.074030,m,3
10.1103/PhysRevD.46.R2279,m,7
10.1103/PhysRevB.46.2008,m,18
10.1103/PhysRevB.75.155113,m,131
10.1103/PhysRevB.46.279,f,0
10.1103/PhysRevA.6.1348,m,39
10.1103/PhysRevD.58.064003,m,11
10.1103/PhysRevE.66.066129,m,3
10.1103/PhysRev.124.583,m,12
10.1103/PhysRev.126.345,m,1
10.1103/PhysRevC.38.832,m,6
10.1103/PhysRevLett.34.1412,m,0
10.1103/PhysRevD.71.114009,m,7
10.1103/PhysRevD.51.4512,f,0
10.1103/PhysRevD.49.373,m,7
10.1103/PhysRevA.2.1501,m,4
10.1103/PhysRevB.36.2852,m,5
10.1103/PhysRevA.39.4377,m,2
10.1103/PhysRevB.87.241409,m,16
10.1103/PhysRevA.76.012329,m,23
10.1103/PhysRev.118.794,m,1
10.1103/PhysRevB.71.134524,m,2
10.1103/PhysRevLett.70.2968,m,20
10.1103/PhysRev.18.423,m,2
10.1103/PhysRevE.52.4685,m,6
10.1103/PhysRev.110.1414,m,3
10.1103/PhysRevD.51.R5352,m,26
10.1103/RevModPhys.39.575,m,6
10.1103/PhysRevD.5.3202,m,28
10.1103/PhysRev.157.213,m,65
10.1103/PhysRev.16.247,m,1
10.1103/PhysRevD.15.2805,m,15
10.1103/PhysRevD.65.063512,m,9
Article ID,Gender,Citations(In-Degree)
10.1103/PhysRevE.79.032903,m,0
10.1103/PhysRevD.76.103518,m,6
10.1103/PhysRev.86.476,m,8
10.1103/PhysRevLett.84.814,m,16
10.1103/PhysRevLett.105.208701,m,6
10.1103/PhysRevE.55.219,m,71
10.1103/PhysRevLett.43.904,m,3
10.1103/PhysRevA.37.780,m,0
10.1103/PhysRevB.26.5141,m,1
10.1103/PhysRevB.38.208,m,12
10.1103/RevModPhys.60.859,f,6
10.1103/PhysRevA.39.2222,m,2
10.1103/PhysRevE.87.022132,m,2
10.1103/PhysRevE.60.6030,f,1
10.1103/PhysRevB.75.035112,m,9
10.1103/PhysRevB.6.3791,m,13
10.1103/PhysRevE.68.045104,m,0
10.1103/PhysRevLett.83.3804,m,1
10.1103/PhysRevLett.19.533,m,10
10.1103/PhysRevLett.83.2475,m,0
10.1103/PhysRevB.3.2974,m,14
10.1103/PhysRevSeriesI.24.407,f,1
10.1103/PhysRev.56.486,m,0
10.1103/PhysRevB.82.045310,m,1
10.1103/PhysRevA.70.012313,m,4
10.1103/PhysRevB.48.10272,m,0
10.1103/PhysRevD.18.1554,m,10
10.1103/PhysRevLett.95.230402,m,5
10.1103/PhysRevLett.97.073002,m,6
10.1103/PhysRevD.92.123530,m,0
10.1103/RevModPhys.33.498,m,0
10.1103/PhysRevA.40.6728,m,0
10.1103/PhysRevE.63.043101,m,2
10.1103/PhysRev.93.632,m,130
10.1103/PhysRevC.4.764,m,20
10.1103/PhysRevD.93.103010,m,0
10.1103/PhysRevB.71.092502,m,12
10.1103/PhysRevE.50.5107,m,2
10.1103/PhysRevA.75.032321,m,16
10.1103/PhysRevLett.18.1174,m,103
10.1103/PhysRevE.87.022907,m,2
10.1103/PhysRevD.88.041304,m,0
10.1103/PhysRevA.41.4413,m,4
10.1103/PhysRev.129.2323,m,7
10.1103/PhysRevB.51.11136,m,2
10.1103/PhysRevE.68.011104,f,0
10.1103/PhysRevA.93.022311,m,0
10.1103/PhysRevD.50.3961,m,107
10.1103/PhysRevD.75.101901,m,0
10.1103/PhysRevLett.110.112001,m,4
10.1103/PhysRevSTAB.9.024001,m,9
10.1103/PhysRev.77.258,m,2
10.1103/PhysRevB.83.195312,m,3
10.1103/PhysRevE.90.063202,m,0
10.1103/PhysRevB.42.6555,m,42
10.1103/PhysRevE.93.042130,m,0
10.1103/PhysRevA.86.062102,m,8
10.1103/PhysRevD.71.083007,m,15
10.1103/PhysRevB.33.4803,m,8
10.1103/PhysRevB.32.3485,m,2
